Title,Tags,Text
Frog Squats,Coupon|Full Body,"With your hands on a horizontally flat Cindy (coupon), position your body as if you were about to Bear Crawl or Murder Bunny, but stay in place and perform a squat. Higher rep count leads to a burner of a leg exercise!"
Gargoyle,Legs|Full Body,"A variation of the Monkey Humper, which is a half-squat performed while grabbing the inside of your ankles. In this variation, the exercise is performed on a coupon, bench, or any elevated surface."
Gas Pump,,Gas Pump Start in the LBC position and straighten your legs to the Dolly position and then back to the LBC position. Sit next to @Mungo in the Lake Murray region when he does these and you'll know where the name comes from.
Get Low,,"Get Low Performed to the song Get Low by DJ Snake, hold the people's chair while the song says Get Low over and over again. When the Beat Drops do squats up and down in Cadence with the beat. The song will repeat and you can either repeat this or you can drop to a low plank. Hold the low point of a merkin while the song says Get Low for what seems like a ridiculously Long Time. When the Beat Drops do merkins, if you can. Good warm up to a ridiculous song"
Get Low or Buried Face,,"Get Low or Buried Face Merkin/pushup position, feet are raised onto a bench (2.5ft or higher elevation if prefered). While in pushup position w/feet elevated together, each hand is placed on a cinder-block/brick, allowing push-ups to have a lower range to dip and push back up from. Since the head now parallels the hands, the pectorals get a better stretch, as well as the arms & shoulders, since the head & body now fall below the level of a typical face-to-ground push-up."
Get Lucky or not so much,,"Get Lucky or not so much Listen to ""Get Lucky"" by Daft Punk, and every time they say ""get lucky"" do a merkin. Everytime the song says ""we're up all night"" hold an Al Gore until he says ""get lucky"" again."
Glen Campbells,,"Glen Campbells https://www.youtube.com/watch?v=R4kPQSKGJqA<br /> Another name for Partner Carries, but Partner Carry is too simplistic a name for a dignified, musically well rounded PAX. 70's Gold. The lyrics and angelic voice say it all."
Global Warming,,"Global Warming PAX in circle of pain. Hold Al Gore while slowly shuffling in a circle. Q shouts out exercise and amount (10 merkins, 20 Bobby Hurleys, 10 burpees, etc.) PAX recover and continue Al Gore shuffle in opposite direction. Rinse, repeat, and continue until Q is smoked."
Good Morning Abby,,"Good Morning Abby Starting position laying on your back, sit upright at the same time bending your legs and planting your feet then stand upright not using hands for support. Lower back down to a sitting position and extend legs while laying back down to complete one round. Originally called prisoner get ups but we like good morning Abby better."
Good Morning Burpees,,"Good Morning Burpees While moseying you must say ""good morning"" to everyone you pass. If they reply ""good morning"" then the pax stop and perform 5 burpees then continue on your way. Bonus points if the person who replies to the pax performs the burpees also."
Google Bun Shaper,,Google Bun Shaper Walking Lunge and extend back leg at a slight angle to align with the glute muscle fibers. Make sure to squeeze and focus on the glute you are raising.
Gorilla Complex,,"Gorilla Complex With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times."
Gorilla Humpers,,"Gorilla Humpers Like Monkey Humpers, only bigger! Stand with feet much wider than shoulder width, half-squat performed while grabbing the inside of your ankles. Still gets all of the burn, but it's significantly different than your normal monkey hump."
Grady Corn,,"Grady Corn In memory of Grady Pitstick, aka ""Quikrete"", who passed away a year ago. He was only 30 years old, and the son of another member of the Knoxville PAX, Brian Pitstick, aka ""Sparkler"". ""Grady Corn"" is a a combination of Grady's name and ""Candy Corn"", which was an exercise Grady brought to us that became his trademark. It is a shoulder warm up that can become a full-on exercise with enough reps. Here is its description: Four-count exercise that begins in a standing position with your arms together, straight out in front of you. Swing your arms back to a ""T"" formation, then over your head to form a triangle, then back down to a ""T"", and then back to the starting position. 25 reps makes for a good shoulder warm up. At 50 reps the mumblechatter starts to dwindle. Groans of pain begin at about rep 75, which should be taken by the Q as encouragement to keep going to 100."
Grave Diggers,Arms|Coupon,Grave Diggers Coupon exercise. Start standing with feet shoulder width apart and straddling a coupon. Bend over and grap coupon and lift it up and over the right shoulder until the coupon is by your right ear. Then return the coupon between your feet. Repeat on left side. This is easily completed as a 4-count exercise.
Green Sally Up,Music,"Q plays the song ""Flower"" by Moby (Gone in 60 seconds soundtrack). Start with your chest on the ground, and enjoy it because your chest shouldn't touch the ground again until the song is over. When the song says ""Green Sally Up"" the Pax will be in the 'Merican up position, and ""Green Sally Down"" the Pax will be in the 'Merican down position. Pax will hold the down position until the next rep. It's only 31 little reps in 3:30. Scale this workout to your fitness level: If you are fatigued, modify the 'mericans by either doing chest to ground at the bottom, or take no shame and use your knees. Here's a tip to complete it, position hands between shoulders and chest and close to the body, much less stress on the shoulders. This can be modified to about any move; squats, curls, planks or even pull-ups if you are absolutely insane. http://www.youtube.com/watch?v=6A2V9Bu80J4"
Greg Louganis Merkin,,"From plank position, do a merkin then shoot your legs up and through your arms while flipping over backwards arriving in plank position. Don't hit your head."
Greta 1-2-3,,"Greta 1-2-3 Dora's Icelandic Cousin...she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined."
Griff,,Griff Run 800m; Run 400m backwards; Run 800m; Run 400m backwards. Griff is a Crossfit Hero.
"Grip, Rip, and Roll (GRRs)",Coupon,"Grip, Rip, and Roll (GRRs) Sitting up on your six, set a cinder block by your side. Grip the cinder block. Pick it up and place it on the other side of your body. Now place your hands on top of the cinder block, roll into a plank on top of the block, then roll to the ground. Repeato movements until the PAX start to complain."
Grizzcalator,,Grizzcalator Merkins Crawls up the stairs: Ascend the stairs one at a time in plank position. Perform a merkin on each stair.
Grocery Carry,Arms|Coupon,"As a mode of travel, use 2 coupons with your wrists through the holes like your arms are full of groceries."
Groiners,,"Groiners Starting from a pushup/merkin position, thrust your feet forward, landing outside of each hand. Thrust backwards to original position. Repeato."
Ground Pounder,,"Ground Pounder Starting position - holding large rock up near chest. On 1: Lift Rock over head, On 2: bring rock back to chest, On 3: bring rock down to pound the ground in a deep squat then return to starting position."
Growing Pains,,"Growing Pains An abs routine that consists of three exercises done with iterations of 30 in cadence or on the Q's count, each getting more ""mature."" Start off with 30 LBCs (preferably 4-count, in cadence), immediately move into 30 Big Boys, then immediately into the Superman position while the Q counts off 30 seconds (can be done in a 4 count with the PAX). Developed for Marvel's 30th Birthday Q."
Guantanamo,,Guantanamo Pax in a circle on their backs heels up. First pax jumps up and pushes the feet down around the circle fighting to keep legs off the ground. Followed by next pax in line then hit the ground legs up when back to your start position until last man finishes the circle.
Gunners,,"Gunners The PAX completes a set of exercises in succession of the process of the firing of a gun. Hammer, to explosion, to barrel path<br /> PAX lines up in a across an open field on their Six.<br /> Complete a number of American Hammers and explosive exercise (eg. Burpees, Jump Squats) as set by the Q <br /> AYG Sprint to a point set by the Q<br /> Repeat Exercise pattern again."
Gut Busters,Music|Routine,"Gut Busters The Q plays ""Ghostbusters"" by Ray Parker Jr. Everyone starts in and holds a plank for the entire song. Every time ""Ghostbusters"" is said, complete a burpee. During the ""I ain't afraid of no ghosts"" sections, do plank jacks in rhythm. Bustin' makes everyone feel good!"
Gwerkin,,"Gwerkin Modified ""Squerkin."" Instead of holding partner's legs at side, hold partner's feet together in ""goblet squat"" position, or put partner's feet on your shoulders."
Hail Mary,,"Hail Mary Partner up, near picnic table or other such object. First man planking on ground, second man with his legs on first back doing dips with his hands on picnic table. flapjack after each set."
Hair Burners,,"Hair Burners To push weight plates (10s, 25s, 35s or 45s) across the ground in a parking lot or around a track for a given time or distance. An Area 51 Tiger Rag special."
Hairband Mile,,Hairband Mile A Mental Marathon with an Actual Run or Jogging Distance equal to or less than 1/4 mile. Named in honor of Hairband who claims to hate running but is secretly a closet runner.
